   text	   data	    bss	    dec	    hex	filename
   1679	   1064	      0	   2743	    ab7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_time.ko
   2087	   1088	      8	   3183	    c6f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_RATEEST.ko
   2299	    896	      0	   3195	    c7b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_log.ko
   1360	   1164	      0	   2524	    9dc	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_cluster.ko
  90296	   2480	    401	  93177	  16bf9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_tables.ko
    674	   1004	      0	   1678	    68e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack_netbios_ns.ko
    487	    960	      0	   1447	    5a7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_mac.ko
   1742	   1920	      0	   3662	    e4e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_tcpudp.ko
   1772	   1909	      1	   3682	    e62	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_socket.ko
   2513	    900	      0	   3413	    d55	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_queue.ko
  13543	   1892	   4138	  19573	   4c75	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_nat.ko
   1218	   1072	      0	   2290	    8f2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_LED.ko
  19325	   1716	      8	  21049	   5239	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/x_tables.ko
   1163	   1368	      0	   2531	    9e3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_ipcomp.ko
   1487	   1128	      0	   2615	    a37	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_AUDIT.ko
    597	   1088	      0	   1685	    695	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_hl.ko
   1070	   1000	      0	   2070	    816	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_physdev.ko
   1426	   1320	      0	   2746	    aba	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_connmark.ko
   2640	    916	      4	   3560	    de8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_synproxy_core.ko
  10901	    980	      0	  11881	   2e69	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nfnetlink_queue.ko
    945	   1088	      0	   2033	    7f1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_HL.ko
    783	   1088	      0	   1871	    74f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_tcpmss.ko
   1145	    920	      0	   2065	    811	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_socket.ko
    833	   1248	      0	   2081	    821	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_REDIRECT.ko
   1279	   1192	      0	   2471	    9a7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_cgroup.ko
   7474	    888	      0	   8362	   20aa	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_nat_sip.ko
   7406	   1688	      8	   9102	   238e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_recent.ko
   6413	   1048	      0	   7461	   1d25	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_ct.ko
   3508	   1612	      0	   5120	   1400	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack_proto_gre.ko
   4462	    912	    480	   5854	   16de	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nfnetlink.ko
   2753	    960	      0	   3713	    e81	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_limit.ko
   2171	   1488	      0	   3659	    e4b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_sctp.ko
   3430	   1940	      1	   5371	   14fb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conncount.ko
    698	    960	      0	   1658	    67a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_statistic.ko
    605	    896	      0	   1501	    5dd	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_fib_netdev.ko
   1719	   1260	      0	   2979	    ba3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack_amanda.ko
    918	    960	      0	   1878	    756	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_owner.ko
   5309	   3880	      0	   9189	   23e5	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_set.ko
   1008	    896	      0	   1904	    770	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_reject_inet.ko
  19242	   3640	      0	  22882	   5962	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_ipmark.ko
  19239	   3640	      0	  22879	   595f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_ipmac.ko
  22092	   3800	      0	  25892	   6524	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_net.ko
   4709	   1856	      0	   6565	   19a5	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_bitmap_port.ko
   5803	   1856	      0	   7659	   1deb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_list_set.ko
  19013	   3640	      0	  22653	   587d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_ip.ko
   9787	   2816	      0	  12603	   313b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_mac.ko
  25373	   3164	     16	  28553	   6f89	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set.ko
  19999	   3640	      0	  23639	   5c57	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_ipport.ko
  24384	   3800	      0	  28184	   6e18	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_netiface.ko
  24634	   3800	      0	  28434	   6f12	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_netnet.ko
  20590	   3640	      0	  24230	   5ea6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_ipportip.ko
  24606	   3800	      0	  28406	   6ef6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_ipportnet.ko
  23642	   3800	      0	  27442	   6b32	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_netport.ko
  25894	   3800	      0	  29694	   73fe	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_hash_netportnet.ko
   5684	   2016	      0	   7700	   1e14	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_bitmap_ip.ko
   5460	   1856	      0	   7316	   1c94	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/ipset/ip_set_bitmap_ipmac.ko
  26402	   1284	      0	  27686	   6c26	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack_netlink.ko
   3575	   1824	      0	   5399	   1517	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_TPROXY.ko
   2593	   1320	      0	   3913	    f49	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_TCPMSS.ko
  73097	  14625	    236	  87958	  15796	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack.ko
    662	    960	      0	   1622	    656	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_NFLOG.ko
   4673	    912	      0	   5585	   15d1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nfnetlink_cttimeout.ko
    443	    960	      0	   1403	    57b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_cpu.ko
  40806	   5968	   5044	  51818	   ca6a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack_h323.ko
   3036	    952	      1	   3989	    f95	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_numgen.ko
   1175	   1192	      0	   2367	    93f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_ecn.ko
   6350	   2792	      4	   9146	   23ba	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_conntrack_pptp.ko
    946	    960	      0	   1906	    772	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_connlimit.ko
    604	    920	      0	   1524	    5f4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_log_netdev.ko
   1862	    896	      0	   2758	    ac6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_nat.ko
   2611	   1640	      0	   4251	   109b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_l2tp.ko
   1203	    844	      0	   2047	    7ff	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nft_fib.ko
   1960	    832	      0	   2792	    ae8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_osf.ko
    603	    960	      0	   1563	    61b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_quota.ko
    551	    832	      0	   1383	    567	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nf_dup_netdev.ko
    419	    960	      0	   1379	    563	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_comment.ko
   2517	   1128	      0	   3645	    e3d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/xt_HMARK.ko
   7098	    993	      0	   8091	   1f9b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/net/netfilter/nfnetlink_log.ko
