   text	   data	    bss	    dec	    hex	filename
  15634	   2736	      4	  18374	   47c6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/smsc/epic100.ko
  20458	   1292	      0	  21750	   54f6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/smsc/smsc911x.ko
  19058	   2792	      4	  21854	   555e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/smsc/smc91c92_cs.ko
   6141	   1188	      0	   7329	   1ca1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/wiznet/w5300.ko
   3757	    992	      0	   4749	   128d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/wiznet/w5100-spi.ko
   9426	   1132	      0	  10558	   293e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/wiznet/w5100.ko
  16531	   2616	      8	  19155	   4ad3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/winbond-840.ko
  17627	   1243	     28	  18898	   49d2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/dmfe.ko
  39157	   1300	     48	  40505	   9e39	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/de4x5.ko
  19165	   2008	      0	  21173	   52b5	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/de2104x.ko
   7001	   1424	      0	   8425	   20e9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/xircom_cb.ko
  13648	   1245	     20	  14913	   3a41	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/uli526x.ko
  46718	   5618	    128	  52464	   ccf0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/dec/tulip/tulip.ko
  70461	   1751	      8	  72220	  11a1c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/broadcom/bnx2.ko
 649273	   3328	     72	 652673	  9f581	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/broadcom/bnx2x/bnx2x.ko
 151686	   2549	      0	 154235	  25a7b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/broadcom/tg3.ko
  26322	   1497	      8	  27827	   6cb3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/broadcom/b44.ko
  47418	   1427	     72	  48917	   bf15	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/broadcom/cnic.ko
 150207	   2486	     40	 152733	  2549d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/broadcom/bnxt/bnxt_en.ko
  16401	   1540	     72	  18013	   465d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/tehuti/tehuti.ko
  64195	   1617	      8	  65820	  1011c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/chelsio/cxgb4vf/cxgb4vf.ko
   6642	   1952	      0	   8594	   2192	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/chelsio/libcxgb/libcxgb.ko
  61866	   3256	      4	  65126	   fe66	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/chelsio/cxgb/cxgb.ko
 313634	   7805	     20	 321459	  4e7b3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/chelsio/cxgb4/cxgb4.ko
 123423	   2345	   1400	 127168	  1f0c0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/chelsio/cxgb3/cxgb3.ko
  47650	   1472	      8	  49130	   bfea	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/marvell/sky2.ko
  37058	   1324	     20	  38402	   9602	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/marvell/skge.ko
   3036	   1016	      0	   4052	    fd4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/marvell/mvmdio.ko
   9824	   1730	      0	  11554	   2d22	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/qualcomm/rmnet/rmnet.ko
  23218	   1304	      0	  24522	   5fca	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/qualcomm/emac/qcom-emac.ko
  15366	   1456	      4	  16826	   41ba	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/sis/sis190.ko
  19247	   1264	      0	  20511	   501f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ethernet/sis/sis900.ko
  24872	   2584	    128	  27584	   6bc0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/wimax/i2400m/i2400m-usb.ko
  81459	   3940	    316	  85715	  14ed3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/wimax/i2400m/i2400m.ko
 117893	  12247	    462	 130602	  1fe2a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/bonding/bonding.ko
  11124	   1396	      4	  12524	   30ec	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/vrf.ko
   6882	   2088	   1280	  10250	   280a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/netconsole.ko
  11005	   1412	      0	  12417	   3081	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/tap.ko
  12423	   1056	      0	  13479	   34a7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/macvlan.ko
   7500	   1232	    384	   9116	   239c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/rionet.ko
   7574	   1313	      0	   8887	   22b7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/sb1000.ko
  38872	   2716	     12	  41600	   a280	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/vxlan.ko
  24350	   1428	      0	  25778	   64b2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/macsec.ko
   3491	    844	      8	   4343	   10f7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/eql.ko
   3529	    832	      0	   4361	   1109	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/mdio.ko
   7613	   1280	      0	   8893	   22bd	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/sungem_phy.ko
   7796	   1397	      8	   9201	   23f1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/cc770/cc770.ko
   2105	   1096	      0	   3201	    c81	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/cc770/cc770_platform.ko
   4125	   1240	    288	   5653	   1615	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/cc770/cc770_isa.ko
   3283	   1016	      0	   4299	   10cb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/m_can/m_can.ko
   9800	   1656	      0	  11456	   2cc0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/peak_canfd/peak_pciefd.ko
   7070	   1164	      0	   8234	   202a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/ems_usb.ko
   text	   data	    bss	    dec	    hex	filename
   6748	   1092	      0	   7840	   1ea0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/mcba_usb.ko
  26443	   1404	      0	  27847	   6cc7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/peak_usb/peak_usb.ko
   7405	   1292	      0	   8697	   21f9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/esd_usb2.ko
   7187	   1092	      0	   8279	   2057	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/usb_8dev.ko
   7494	   1092	      0	   8586	   218a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/gs_usb.ko
  15210	   1540	      0	  16750	   416e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/usb/kvaser_usb.ko
   6438	   1508	      0	   7946	   1f0a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/ifi_canfd/ifi_canfd.ko
  13562	   1440	      0	  15002	   3a9a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/softing/softing.ko
   4540	   1236	      8	   5784	   1698	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/softing/softing_cs.ko
  11820	   1545	      0	  13365	   3435	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/can-dev.ko
  10626	   1152	      4	  11782	   2e06	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/spi/mcp251x.ko
   9431	   1316	      0	  10747	   29fb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/spi/hi311x.ko
   2592	   1032	      0	   3624	    e28	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/vxcan.ko
  13950	   1948	      0	  15898	   3e1a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/janz-ican3.ko
   2524	   1176	      0	   3700	    e74	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/c_can/c_can_pci.ko
   4284	   1016	      0	   5300	   14b4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/c_can/c_can_platform.ko
   8766	   1748	      0	  10514	   2912	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/c_can/c_can.ko
   1747	   1032	      1	   2780	    adc	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/vcan.ko
   2448	   1040	      0	   3488	    da0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/sja1000_platform.ko
   2047	   1096	      0	   3143	    c47	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/kvaser_pci.ko
   2153	   1096	      0	   3249	    cb1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/ems_pci.ko
   3928	   1232	    288	   5448	   1548	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/sja1000_isa.ko
   3849	   1248	      0	   5097	   13e9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/peak_pcmcia.ko
   4995	   1176	      0	   6171	   181b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/peak_pci.ko
   5989	   1232	      0	   7221	   1c35	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/sja1000.ko
   4405	   1888	      0	   6293	   1895	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/plx_pci.ko
   1877	   1248	      0	   3125	    c35	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/sja1000/ems_pcmcia.ko
   4818	    988	      8	   5814	   16b6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/can/slcan.ko
   4001	   1032	      0	   5033	   13a9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/veth.ko
   6365	   1104	      8	   7477	   1d35	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/ppp_mppe.ko
   4177	   1064	      8	   5249	   1481	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/ppp_synctty.ko
   5208	   1256	   8224	  14688	   3960	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/pptp.ko
   4054	    960	      0	   5014	   1396	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/bsd_comp.ko
   1086	    832	     32	   1950	    79e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/pppox.ko
   2849	   1088	      0	   3937	    f61	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/ppp_deflate.ko
   7924	   1660	      0	   9584	   2570	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/pppoe.ko
   5987	    988	      8	   6983	   1b47	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/ppp/ppp_async.ko
  40226	   2780	     16	  43022	   a80e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/xen-netback/xen-netback.ko
   1042	    832	      0	   1874	    752	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/team/team_mode_broadcast.ko
    971	    832	      0	   1803	    70b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/team/team_mode_roundrobin.ko
   4415	    856	      0	   5271	   1497	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/team/team_mode_loadbalance.ko
   1200	    832	      0	   2032	    7f0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/team/team_mode_activebackup.ko
  23950	   1500	      4	  25454	   636e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/team/team.ko
    941	    832	      0	   1773	    6ed	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/net/team/team_mode_random.ko
   2066	   1016	      0	   3082	    c0a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-mb86s7x.ko
   3190	   1020	      1	   4211	   1073	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-viperboard.ko
   5385	   1016	      0	   6401	   1901	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-generic.ko
   1325	   1016	      0	   2341	    925	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-adp5520.ko
   1571	   1072	      0	   2643	    a53	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-tpic2810.ko
   4654	   1680	    544	   6878	   1ade	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-104-dio-48e.ko
   1657	   1016	      0	   2673	    a71	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-lp3943.ko
   1128	   1016	      0	   2144	    860	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-tps65086.ko
   1405	   1016	      0	   2421	    975	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-sch.ko
   4319	   1680	    544	   6543	   198f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-ws16c48.ko
   3482	  18384	      8	  21874	   5572	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-f7188x.ko
   1852	    992	      0	   2844	    b1c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-pisosr.ko
   1760	   1256	      0	   3016	    bc8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-amdpt.ko
   1066	   1016	      0	   2082	    822	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-wm8350.ko
   3616	   1296	      0	   4912	   1330	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-wcove.ko
   2703	   1552	   1056	   5311	   14bf	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-104-idio-16.ko
   1317	   1016	      0	   2333	    91d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-bd9571mwv.ko
   1053	    992	      0	   2045	    7fd	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-max7301.ko
   1436	    992	      0	   2428	    97c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-menz127.ko
   2162	   1360	      0	   3522	    dc2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-vx855.ko
   1271	   1016	      0	   2287	    8ef	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-tps65912.ko
   1153	   1016	      0	   2169	    879	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-ucb1400.ko
   2285	   1072	      0	   3357	    d1d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-adp5588.ko
   1666	   1016	      0	   2682	    a7a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-arizona.ko
   3033	   1680	   1056	   5769	   1689	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-104-idi-48.ko
   2438	    832	    384	   3654	    e46	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-it87.ko
   1203	   1072	      0	   2275	    8e3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-mc33880.ko
   2967	   1648	      0	   4615	   1207	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-pci-idio-16.ko
   4869	   1392	     40	   6301	   189d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-winbond.ko
   4224	   1840	      0	   6064	   17b0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-pcie-idio-24.ko
   1435	   1016	      0	   2451	    993	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-janz-ttl.ko
   1359	   1016	      0	   2375	    947	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-lp873x.ko
   2767	    992	      0	   3759	    eaf	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-xra1403.ko
   1401	    832	      0	   2233	    8b9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-max730x.ko
   4341	   1440	    256	   6037	   1795	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-max3191x.ko
   3411	   1296	      0	   4707	   1263	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-dln2.ko
  13824	   1072	      0	  14896	   3a30	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-pca953x.ko
   2585	   1540	    432	   4557	   11cd	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-ich.ko
   1687	   1016	      0	   2703	    a8f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-rdc321x.ko
   3361	   1312	      0	   4673	   1241	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-max732x.ko
   5158	   1256	      0	   6414	   190e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-ml-ioh.ko
   2769	   1144	      8	   3921	    f51	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-sch311x.ko
   3933	   1348	      1	   5282	   14a2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-twl4030.ko
   2250	   1028	      0	   3278	    cce	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-wm831x.ko
   3014	   1408	    544	   4966	   1366	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-gpio-mm.ko
   2648	   1016	      0	   3664	    e50	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-wm8994.ko
   1283	   1016	      0	   2299	    8fb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-da9055.ko
   1764	   1016	      0	   2780	    adc	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-da9052.ko
   9324	   1052	      0	  10376	   2888	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-dwapb.ko
   1591	   1040	      0	   2631	    a47	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-exar.ko
   2281	   1744	      0	   4025	    fb9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-amd8111.ko
   2931	   1296	      0	   4227	   1083	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-crystalcove.ko
   1654	   1016	      0	   2670	    a6e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-kempld.ko
   3509	   1680	      0	   5189	   1445	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-pcf857x.ko
    747	   1392	      0	   2139	    85b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-twl6040.ko
    667	   1072	      0	   1739	    6cb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/gpio/gpio-max7300.ko
   3143	   1760	      0	   4903	   1327	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/switches/idt_gen3.ko
   3461	   1520	      0	   4981	   1375	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/switches/tsi57x.ko
   1570	   1280	      0	   2850	    b22	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/switches/idtcps.ko
   1661	   1360	      0	   3021	    bcd	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/switches/tsi568.ko
   3712	   1712	      0	   5424	   1530	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/switches/idt_gen2.ko
   8500	   2140	      8	  10648	   2998	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/rio-scan.ko
  13417	   1088	    132	  14637	   392d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/rio_cm.ko
  20445	   1192	     16	  21653	   5495	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/devices/rio_mport_cdev.ko
  31820	   2100	      4	  33924	   8484	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/rapidio/devices/tsi721_mport.ko
   2525	   1168	      0	   3693	    e6d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/sbshc.ko
  32432	   5880	   1258	  39570	   9a92	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/nfit/nfit.ko
   7400	    944	    220	   8564	   2174	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/apei/einj.ko
   1483	    832	      9	   2324	    914	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/ec_sys.ko
   6304	   1316	      0	   7620	   1dc4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/sbs.ko
   2309	   1768	      8	   4085	    ff5	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/acpi_configfs.ko
   3434	   1344	      0	   4778	   12aa	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/acpi_tad.ko
   2434	   1041	     84	   3559	    de7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/acpi_extlog.ko
   1538	   1248	      0	   2786	    ae2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/dptf/dptf_power.ko
   4393	   1067	      0	   5460	   1554	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/acpi_ipmi.ko
  28674	   1400	    121	  30195	   75f3	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/video.ko
   3643	  34144	 132144	 169931	  297cb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/acpi/acpi_pad.ko
   9330	   2500	     12	  11842	   2e42	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/ftl.ko
    793	    880	      0	   1673	    689	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/map_rom.ko
  22184	   2768	      0	  24952	   6178	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/cfi_cmdset_0002.ko
  12098	    892	      0	  12990	   32be	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/cfi_cmdset_0020.ko
    690	    880	      0	   1570	    622	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/map_absent.ko
   1018	    880	      0	   1898	    76a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/map_ram.ko
   2392	    896	      0	   3288	    cd8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/cfi_probe.ko
  12438	   1856	      0	  14294	   37d6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/jedec_probe.ko
  18615	   1272	      0	  19887	   4daf	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/cfi_cmdset_0001.ko
   2050	    924	      0	   2974	    b9e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/gen_probe.ko
   3431	    880	      0	   4311	   10d7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/cfi_util.ko
   1039	    848	      4	   1891	    763	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/mtd/chips/chipreg.ko
